141,9224.0835,4423.6180,0.00,Spk Pasture
142,9011.5046,4288.1018,0.00,Fir/fence ang pt
143,9044.9441,4269.4415,0.00,Tpost fence
144,9100.3870,4243.6364,0.00,Tpost fence
145,9187.8621,4265.8322,0.00,Spk to Set Corner
146,9239.0960,4249.7048,0.00,Oak/fence cor
147,9249.4738,4282.0367,0.00,AngPt fence
148,9307.9019,4339.6541,0.00,AngPt fence
149,9352.5584,4369.7009,0.00,AngPtfence
150,9381.9329,4446.3653,0.00,Tpost E/W fence
151,9405.4656,4512.4119,0.00,Tpost E/W fence
152,9465.3132,4223.1102,0.00,PoL fence north
160,5070.1989,4266.9614,0.00,Spk N Rock Top
161,5299.7320,4226.9635,0.00,Ctr45"BlOak
165,4987.4333,6652.7597,0.00,Spk N CoRd
166,5517.6874,5688.5787,0.00,Stie CoRd CGuard
167,4975.8461,5670.8882,0.00,Spk W'ly of fence
168,5039.6166,5381.0341,0.00,ctr 26"oak/clump
169,5019.8189,5447.2832,0.00,ctr 20"Oak
170,5018.5870,5471.8889,0.00,ctr18"Oak
171,5002.3297,5702.6566,0.00,ctr3oaks/fence
172,5060.8739,5700.5365,0.00,ctr5oaks
173,5069.5314,5703.9634,0.00,Tpost N/S fence
174,5182.3314,5703.9914,0.00,Tpost N/S in gully
E16,9223.2800,4274.5400,0.00,Poss Cor no id
E17,9121.1405,5418.9912,0.00,NW/16 Elsmore
E18,5207.0300,4274.5400,0.00,SC19,30,24,25
E19,5065.9053,5423.9084,0.00,W/16S19/30Elsmore
E20,4930.8741,6523.6496,0.00,1/4S19/30Elsmore
E21,4660.9335,8722.1393,0.00,SC19,20,29,30
E22,3891.2800,4274.5400,0.00,N/16 S25/30
B6,15848.8795,7287.8542,0.00,E/16 S7/18 Post
B7,15797.4770,8377.8428,0.00,SC7,8,17,18
B8,15646.7415,9464.1345,0.00,W/16 S8/17 Post
B9,15496.0061,10550.4262,0.00,1/4 S8/17 Post
B10,15345.2707,11636.7180,0.00,E/16 S8/17 Post
B11,15194.5352,12723.0097,0.00,SC8,9,16,17 Post
B12,10550.8647,8432.7872,0.00,SC17,18,19,20Post
B13,10410.0552,9544.8076,0.00,W/16 S17/20Hanah
B14,9999.4226,12787.7129,0.00,SC16,17,20,21
B15,10556.2784,6364.8943,0.00,1/4 S18/19 Post
B1,10562.0300,4274.5400,0.00,SC18,19,13,24
B2,12489.5867,4177.4563,0.00,Govt Witness Cor
B3,16004.4910,3988.1213,0.00,SC7,18,12,13
B4,21136.8908,3989.6143,0.00,SC6,7,1,12
B5,15900.2774,6197.9654,0.00,1/4 S7/18 in River
E23,3762.4349,5435.4116,0.00,NW/16 S30
E24,2575.5300,4274.5400,0.00,1/4S25/30
E25,-77.9700,4274.5400,0.00,SC30,31,25,36
E26,10117.8201,6497.5934,0.00,1/4 S18/19Elsmore
