193,13520.0429,5035.7404,0.0000,spk er
194,13722.6727,5081.0784,0.0000,spk er
195,13776.8932,5128.9356,0.0000,spk off rd
196,13917.8231,5243.7200,0.0000,snaptie er
197,14083.1186,5131.0904,0.0000,spk er
198,14184.3755,5117.0191,0.0000,spk er
199,14244.5765,5020.4936,0.0000,spk off rd
200,14379.5230,4978.8020,0.0000,spk er
201,14525.7201,4980.7431,0.0000,spk er
202,14496.9967,4916.7322,0.0000,spk on flat by river
205,14359.7761,7007.9416,0.0000,SnapTie on ER
208,15167.4231,7061.1239,0.0000,SnapTie opening
210,14310.9271,6830.8867,0.0000,spk n pasture
211,14420.1640,6643.4675,0.0000,spk near CN/16
220,10141.3002,5100.3870,0.0000,spk on knob
221,10408.0256,5341.1831,0.0000,spk near W/16
222,10269.2357,5466.4021,0.0000,SE Cat shed
223,10267.6143,5446.0295,0.0000,SW Cat shed
225,18425.5828,4315.1470,0.0000,ACap 1/4S12/S7
226,18544.5891,4291.9295,0.0000,Set Spk
227,18390.5679,4382.2622,0.0000,"14""Pine BT"
228,18567.3931,4283.8290,0.0000,"Ctr 31""BlOak"
229,18642.0922,4335.2659,0.0000,"44""Pepperwd"
230,18618.7523,4350.9791,0.0000,"Ctr 44""BlOak snag"
231,15960.6901,3865.6252,0.0000,Spk20'SRock
232,15789.5888,4292.9106,0.0000,40d Spk
233,15800.9321,4287.5411,0.0000,ACap LS4446
234,15763.0929,4253.8974,0.0000,"17""WhOak HoF"
235,15779.0403,4374.8040,0.0000,"Ctr 40""BOak snag"
236,15846.5122,4438.5838,0.0000,"Aprx base 24""Oak"
500,10520.1553,4260.7022,0.0000,SecCor 18/19/13/24
501,10153.0481,6489.5874,0.0000,Old Face Maple126
502,10044.5940,6486.4317,0.0000,Elsmore's 1/4S18/19
503,9182.5277,4262.7267,0.0000,Calc N/16 S24/S19
504,8743.5940,6486.8279,0.0000,Elsmore's CN/16 S19
505,8960.0621,5389.9845,0.0000,Elsmore's NW/16 S19
506,10308.4374,8723.8089,0.0000,SecCor17/18/19/20
507,10413.7437,6503.9052,0.0000,1/4S18/S19Proportion
508,10466.3969,5393.9533,0.0000,W/16S18/19Proportion
509,10414.5780,6486.3190,0.0000,Elsmore 1/4 Extended N
510,15771.2300,4287.3000,0.0000,SecCor 12/13/7/18
511,15800.9300,4287.5400,0.0000,Witness Corner
512,18431.6206,4309.1109,0.0000,ReCal'd 1/4S12/S7
513,15674.5954,6513.9741,0.0000,1/4 S7/S18
514,15579.2714,8710.4466,0.0000,SecCor7
515,12943.8544,8717.1277,0.0000,1/4 S18/S17
516,13145.6927,4274.0011,0.0000,1/4S13/S18
517,14458.4613,4280.6506,0.0000,N/16 S13/S18
518,13044.1659,6508.9396,0.0000,C 1/4 Sec 18
519,14359.3806,6511.4569,0.0000,CN/16 S18
520,13094.3211,5404.8582,0.0000,CW/16 S18
610,18425.5828,4315.1470,0.0000,225 1/4 S12/S7
611,18636.8799,4342.0274,0.0000,"40""Pepperwd BT"
612,18613.0316,4356.7034,0.0000,"44""LvOak BT"
613,18565.5863,4286.0262,0.0000,"24""BlOak BT"
614,15765.1922,4293.3361,0.0000,SecCor12/13/7/18
615,15794.8912,4293.5796,0.0000,Witness Corner
616,15771.1575,4382.1550,0.0000,"36""BlOak BT"
617,15836.7422,4449.7698,0.0000,"D&D 24""Oak"
618,15608.3400,4141.1609,0.0000,"D&D 24"" Oak"
619,15756.9908,4259.4539,0.0000,"11""WhOak BT"
620,15668.5576,6520.0102,0.0000,!/4 S7/S18
621,15573.2336,8716.4827,0.0000,SecCor 7/8/17/18
622,10281.0772,8740.2926,0.0000,SecCor17/18/19/20

